"HostName","IP","MAC","FQDN","Status","V-ID","Severity","RuleID","RuleTitle","Discussion","CheckText","FixText","Control","AssessmentProcedure","CCIReference","FindingDetails","Comments","SeverityOverride","Override/Justification"
"SRV-NET03","192.168.42.189","A9:3A:87:1F:52:2D","SRV-SEC05.internal.org","Open","V-258155","medium","SV-254399r975583","RHEL 9 must allocate audit record storage capacity to store at least one week's worth of audit records.","System patches address security vulnerabilities and should be applied regularly.","Verify that system patches are up to date.","Apply available system patches and configure automatic updates.","SI-1","Review firewall configuration and rule sets.","CCI-000547","This finding was identified during the security assessment of SRV-NET03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DHCP05","192.168.29.184","AD:1C:66:0E:84:3D","SRV-NET02.corp.example.com","Not_Reviewed","V-205857","low","SV-220944r318849","Windows Server 2019 must have Secure Boot enabled.","System patches address security vulnerabilities and should be applied regularly.","Verify that unnecessary network services are disabled.","Enable and configure audit logging according to security requirements.","AU-10","Check system patch levels and update procedures.","CCI-000243","This finding was identified during the security assessment of SRV-DHCP05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-MAIL04","192.168.94.17","AF:37:59:16:24:B9","SRV-BACKUP01.business.com","Not_Applicable","V-230322","medium","SV-257829r145414","All RHEL 8 local interactive user home directories must be group-owned by the home directory ownerâ€™s primary group.","Audit logging provides visibility into system activities and helps detect security incidents.","Check if firewall rules are configured and active.","Enable and configure audit logging according to security requirements.","SC-19","Check system patch levels and update procedures.","CCI-000566","This finding was identified during the security assessment of SRV-MAIL04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-APP03","192.168.164.26","0E:69:39:C2:49:56","SRV-NET02.prod.company.com","Not_Checked","V-258129","medium","SV-220849r669152","RHEL 9 must require authentication to access single-user mode.","Audit logging provides visibility into system activities and helps detect security incidents.","Confirm that audit logging is enabled and properly configured.","Configure firewall rules to control network traffic.","AC-9","Examine running services and disable unnecessary ones.","CCI-000196","This finding was identified during the security assessment of SRV-APP03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-MAIL05","192.168.241.91","AD:59:87:AE:79:C6","SRV-NET03.test.company.com","Open","V-258155","medium","SV-220867r434662","RHEL 9 must allocate audit record storage capacity to store at least one week's worth of audit records.","System patches address security vulnerabilities and should be applied regularly.","Check if password complexity requirements are configured in the system settings.","Configure firewall rules to control network traffic.","SC-6","Review firewall configuration and rule sets.","CCI-000361","This finding was identified during the security assessment of SRV-MAIL05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-MONITOR05","192.168.34.236","A2:C7:CD:B9:C3:0A","SRV-VM01.business.com","Open","V-258079","medium","SV-257805r166110","RHEL 9 must enable the SELinux targeted policy.","System patches address security vulnerabilities and should be applied regularly.","Verify that unnecessary network services are disabled.","Apply available system patches and configure automatic updates.","SC-7","Review system configuration settings for password policies.","CCI-000313","This finding was identified during the security assessment of SRV-MONITOR05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-STORAGE02","192.168.71.65","12:94:05:F4:1F:CF","SRV-BACKUP02.test.company.com","Open","V-220769","medium","SV-258112r586381","The system must be configured to audit Policy Change - Authorization Policy Change successes.","Audit logging provides visibility into system activities and helps detect security incidents.","Check if firewall rules are configured and active.","Configure firewall rules to control network traffic.","IA-6","Review firewall configuration and rule sets.","CCI-000207","This finding was identified during the security assessment of SRV-STORAGE02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-PRINT01","192.168.137.96","9A:3B:4A:9D:50:97","SRV-NET01.business.com","Not_Checked","V-230274","medium","SV-230310r929899","RHEL 8 must implement certificate status checking for multifactor authentication.","Firewall rules control network traffic and prevent unauthorized access.","Verify that unnecessary network services are disabled.","Apply available system patches and configure automatic updates.","SC-10","Review system configuration settings for password policies.","CCI-000487","This finding was identified during the security assessment of SRV-PRINT01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-VM01","192.168.122.243","93:20:29:84:86:DF","SRV-APP05.enterprise.net","Open","V-230537","medium","SV-272483r278978","RHEL 8 must not respond to Internet Control Message Protocol (ICMP) echoes sent to a broadcast address.","Firewall rules control network traffic and prevent unauthorized access.","Verify that unnecessary network services are disabled.","Configure firewall rules to control network traffic.","IA-2","Examine running services and disable unnecessary ones.","CCI-000507","This finding was identified during the security assessment of SRV-VM01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-MAIL04","192.168.84.97","56:B2:F1:51:48:1D","SRV-APP02.prod.company.com","Open","V-220711","low","SV-220920r360030","Unused accounts must be disabled or removed from the system after 35 days of inactivity.","Firewall rules control network traffic and prevent unauthorized access.","Confirm that audit logging is enabled and properly configured.","Enable and configure audit logging according to security requirements.","CM-5","Review firewall configuration and rule sets.","CCI-000442","This finding was identified during the security assessment of SRV-MAIL04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DB03","192.168.119.14","C0:23:8C:10:55:07","SRV-MONITOR01.company.local","Open","V-270832","medium","SV-220751r956712","Ubuntu 24.04 LTS audit system must protect auditing rules from unauthorized change.","Audit logging provides visibility into system activities and helps detect security incidents.","Check if firewall rules are configured and active.","Apply available system patches and configure automatic updates.","SI-16","Review system configuration settings for password policies.","CCI-000417","This finding was identified during the security assessment of SRV-DB03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-MAIL02","192.168.114.143","2F:25:4E:F0:10:B6","SRV-PRINT04.corp.example.com","Not_Applicable","V-220724","medium","SV-258229r124533","A host-based firewall must be installed and enabled on the system.","Unnecessary network services increase the attack surface and should be disabled.","Check if firewall rules are configured and active.","Configure password complexity requirements in the system settings.","SI-3","Review system configuration settings for password policies.","CCI-000407","This finding was identified during the security assessment of SRV-MAIL02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-VM02","192.168.121.99","FD:D8:9B:5D:8F:FB","SRV-FILE05.business.com","Open","V-205871","low","SV-220733r689970","Windows Server 2019 Turning off File Explorer heap termination on corruption must be disabled.","Audit logging provides visibility into system activities and helps detect security incidents.","Check if password complexity requirements are configured in the system settings.","Disable unnecessary network services through system configuration.","CM-11","Review firewall configuration and rule sets.","CCI-000370","This finding was identified during the security assessment of SRV-VM02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-MONITOR04","192.168.142.27","A7:F6:03:76:BA:68","SRV-STORAGE01.corp.example.com","Not_Checked","V-254399","high","SV-258229r124533","Windows Server 2022 directory data (outside the root DSE) of a nonpublic directory must be configured to prevent anonymous access.","Firewall rules control network traffic and prevent unauthorized access.","Verify that unnecessary network services are disabled.","Apply available system patches and configure automatic updates.","IA-5","Check system patch levels and update procedures.","CCI-000354","This finding was identified during the security assessment of SRV-MONITOR04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-MONITOR04","192.168.222.6","AA:5B:F2:8A:5A:A4","SRV-BACKUP05.company.local","Not_Checked","V-220850","medium","SV-258155r203244","Remote Desktop Services must always prompt a client for passwords upon connection.","System patches address security vulnerabilities and should be applied regularly.","Check if password complexity requirements are configured in the system settings.","Configure password complexity requirements in the system settings.","SC-17","Review firewall configuration and rule sets.","CCI-000288","This finding was identified during the security assessment of SRV-MONITOR04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-FILE03","192.168.68.127","0C:E1:94:BB:EB:99","SRV-BACKUP03.enterprise.net","Not_Applicable","V-230322","medium","SV-205922r493054","All RHEL 8 local interactive user home directories must be group-owned by the home directory ownerâ€™s primary group.","Audit logging provides visibility into system activities and helps detect security incidents.","Check if password complexity requirements are configured in the system settings.","Disable unnecessary network services through system configuration.","SC-23","Review system configuration settings for password policies.","CCI-000283","This finding was identified during the security assessment of SRV-FILE03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-FILE02","192.168.12.156","A2:D9:44:EC:98:5A","SRV-WEB04.business.com","Not_Checked","V-230306","medium","SV-257876r194132","RHEL 8 must prevent code from being executed on file systems that are imported via Network File System (NFS).","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Check if password complexity requirements are configured in the system settings.","Configure password complexity requirements in the system settings.","SC-37","Check system patch levels and update procedures.","CCI-000213","This finding was identified during the security assessment of SRV-FILE02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-SEC04","192.168.78.200","1A:93:36:D2:0A:29","SRV-STORAGE02.business.com","Not_Reviewed","V-230271","medium","SV-270654r930888","RHEL 8 must require users to provide a password for privilege escalation.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Verify that system patches are up to date.","Disable unnecessary network services through system configuration.","SC-29","Review firewall configuration and rule sets.","CCI-000577","This finding was identified during the security assessment of SRV-SEC04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-NET01","192.168.237.90","30:2E:D0:76:C9:70","SRV-NET05.prod.company.com","Not_Checked","V-254436","medium","SV-220867r434662","Windows Server 2022 Deny log on as a batch job user right on domain-joined member servers must be configured to prevent access from highly privileged domain accounts and from unauthenticated access on all systems.","Unnecessary network services increase the attack surface and should be disabled.","Verify that unnecessary network services are disabled.","Configure firewall rules to control network traffic.","AU-12","Examine running services and disable unnecessary ones.","CCI-000255","This finding was identified during the security assessment of SRV-NET01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-APP03","192.168.7.157","C5:5B:02:59:F0:C5","SRV-DHCP04.corp.example.com","Open","V-254452","medium","SV-230558r608240","Windows Server 2022 setting Domain member: Digitally sign secure channel data (when possible) must be configured to Enabled.","Audit logging provides visibility into system activities and helps detect security incidents.","Verify that system patches are up to date.","Configure firewall rules to control network traffic.","AC-11","Check audit log configuration and verify logging is active.","CCI-000512","This finding was identified during the security assessment of SRV-APP03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DHCP02","192.168.35.67","92:48:E2:2C:F4:0D","SRV-APP05.enterprise.net","Open","V-205760","medium","SV-220746r136910","Windows Server 2019 Impersonate a client after authentication user right must only be assigned to Administrators, Service, Local Service, and Network Service.","System patches address security vulnerabilities and should be applied regularly.","Check if password complexity requirements are configured in the system settings.","Configure password complexity requirements in the system settings.","SC-41","Review firewall configuration and rule sets.","CCI-000488","This finding was identified during the security assessment of SRV-DHCP02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-MONITOR05","192.168.238.86","C9:8A:E7:DB:01:AD","SRV-MONITOR01.enterprise.net","Not_Checked","V-220867","medium","SV-257785r472354","The Windows Remote Management (WinRM) service must not store RunAs credentials.","Unnecessary network services increase the attack surface and should be disabled.","Verify that unnecessary network services are disabled.","Disable unnecessary network services through system configuration.","AU-4","Review firewall configuration and rule sets.","CCI-000197","This finding was identified during the security assessment of SRV-MONITOR05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DB01","192.168.250.147","D2:BB:F3:BA:20:35","SRV-DHCP04.prod.company.com","Open","V-230371","medium","SV-258207r986533","RHEL 8 duplicate User IDs (UIDs) must not exist for interactive users.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Verify that unnecessary network services are disabled.","Disable unnecessary network services through system configuration.","CM-6","Review system configuration settings for password policies.","CCI-000598","This finding was identified during the security assessment of SRV-DB01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-CONTAINER04","192.168.172.225","DF:B2:EC:5C:3C:B4","SRV-CONTAINER03.business.com","Not_Checked","V-230424","medium","SV-220850r251201","Successful/unsuccessful uses of the umount command in RHEL 8 must generate an audit record.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Verify that system patches are up to date.","Apply available system patches and configure automatic updates.","IA-2","Check system patch levels and update procedures.","CCI-000342","This finding was identified during the security assessment of SRV-CONTAINER04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-SEC03","192.168.37.243","95:D8:1C:69:8B:1C","SRV-STORAGE04.prod.company.com","Open","V-258155","medium","SV-205859r464105","RHEL 9 must allocate audit record storage capacity to store at least one week's worth of audit records.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Verify that unnecessary network services are disabled.","Disable unnecessary network services through system configuration.","AU-6","Check audit log configuration and verify logging is active.","CCI-000286","This finding was identified during the security assessment of SRV-SEC03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-FILE04","192.168.199.136","6B:21:A9:E3:AC:7B","SRV-BACKUP03.company.local","Open","V-258079","medium","SV-254286r812350","RHEL 9 must enable the SELinux targeted policy.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Verify that system patches are up to date.","Configure password complexity requirements in the system settings.","SC-11","Examine running services and disable unnecessary ones.","CCI-000296","This finding was identified during the security assessment of SRV-FILE04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-BACKUP05","192.168.29.11","89:A1:B9:25:5C:8E","SRV-NET01.internal.org","Not_Reviewed","V-257895","medium","SV-230435r665449","RHEL 9 /etc/passwd file must have mode 0644 or less permissive to prevent unauthorized access.","Audit logging provides visibility into system activities and helps detect security incidents.","Confirm that audit logging is enabled and properly configured.","Configure password complexity requirements in the system settings.","SC-31","Review system configuration settings for password policies.","CCI-000356","This finding was identified during the security assessment of SRV-BACKUP05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-PRINT04","192.168.114.148","20:D9:48:A2:7F:FB","SRV-SEC03.corp.example.com","Not_Applicable","V-270736","high","SV-220867r434662","Ubuntu 24.04 LTS must map the authenticated identity to the user or group account for PKI-based authentication.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Confirm that audit logging is enabled and properly configured.","Configure firewall rules to control network traffic.","SC-36","Review system configuration settings for password policies.","CCI-000329","This finding was identified during the security assessment of SRV-PRINT04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-NET05","192.168.134.240","9F:62:36:B1:26:CC","SRV-MONITOR01.dev.company.com","Not_Checked","V-258111","medium","SV-220747r105604","RHEL 9 must enforce password complexity by requiring that at least one uppercase character be used.","Firewall rules control network traffic and prevent unauthorized access.","Check if password complexity requirements are configured in the system settings.","Configure firewall rules to control network traffic.","SI-11","Review firewall configuration and rule sets.","CCI-000301","This finding was identified during the security assessment of SRV-NET05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DNS03","192.168.144.39","15:45:D2:D8:1E:41","SRV-VM04.enterprise.net","Open","V-257960","medium","SV-257876r194132","RHEL 9 must log IPv4 packets with impossible addresses.","System patches address security vulnerabilities and should be applied regularly.","Confirm that audit logging is enabled and properly configured.","Enable and configure audit logging according to security requirements.","AU-5","Review firewall configuration and rule sets.","CCI-000439","This finding was identified during the security assessment of SRV-DNS03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DB03","192.168.13.71","C9:C4:29:61:10:E5","SRV-BACKUP02.internal.org","Not_Reviewed","V-220747","high","SV-205649r827542","Reversible password encryption must be disabled.","System patches address security vulnerabilities and should be applied regularly.","Check if firewall rules are configured and active.","Disable unnecessary network services through system configuration.","SC-18","Review system configuration settings for password policies.","CCI-000552","This finding was identified during the security assessment of SRV-DB03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-APP04","192.168.92.134","99:12:36:46:90:09","SRV-CONTAINER05.prod.company.com","Open","V-220850","medium","SV-205872r752178","Remote Desktop Services must always prompt a client for passwords upon connection.","Firewall rules control network traffic and prevent unauthorized access.","Verify that unnecessary network services are disabled.","Apply available system patches and configure automatic updates.","SC-16","Review system configuration settings for password policies.","CCI-000232","This finding was identified during the security assessment of SRV-APP04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DB05","192.168.63.150","4F:89:A7:26:13:BE","SRV-FILE03.prod.company.com","Not_Reviewed","V-257849","medium","SV-220831r864650","RHEL 9 file system automount function must be disabled unless required.","System patches address security vulnerabilities and should be applied regularly.","Confirm that audit logging is enabled and properly configured.","Apply available system patches and configure automatic updates.","SC-37","Check system patch levels and update procedures.","CCI-000517","This finding was identified during the security assessment of SRV-DB05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-SEC01","192.168.250.40","3A:81:92:4B:8C:1F","SRV-CONTAINER05.dev.company.com","Open","V-230306","medium","SV-268322r181661","RHEL 8 must prevent code from being executed on file systems that are imported via Network File System (NFS).","Firewall rules control network traffic and prevent unauthorized access.","Verify that unnecessary network services are disabled.","Configure password complexity requirements in the system settings.","SC-39","Check audit log configuration and verify logging is active.","CCI-000214","This finding was identified during the security assessment of SRV-SEC01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-MAIL05","192.168.130.108","1F:1D:9A:B0:BA:B5","SRV-PRINT01.enterprise.net","Not_Applicable","V-220732","medium","SV-254452r704388","The Secondary Logon service must be disabled on Windows 10.","Unnecessary network services increase the attack surface and should be disabled.","Check if firewall rules are configured and active.","Configure firewall rules to control network traffic.","SC-17","Check system patch levels and update procedures.","CCI-000385","This finding was identified during the security assessment of SRV-MAIL05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-MONITOR01","192.168.98.167","A4:06:5F:6F:F6:1C","SRV-CONTAINER01.corp.example.com","Not_Applicable","V-258123","medium","SV-244542r197449","RHEL 9 must implement certificate status checking for multifactor authentication.","Unnecessary network services increase the attack surface and should be disabled.","Confirm that audit logging is enabled and properly configured.","Apply available system patches and configure automatic updates.","SI-20","Check audit log configuration and verify logging is active.","CCI-000312","This finding was identified during the security assessment of SRV-MONITOR01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-MAIL04","192.168.53.48","D6:82:44:5C:57:A9","SRV-DB04.dev.company.com","Open","V-254279","medium","SV-220786r234240","Windows Server 2022 FTP servers must be configured to prevent anonymous logons.","Unnecessary network services increase the attack surface and should be disabled.","Verify that system patches are up to date.","Apply available system patches and configure automatic updates.","SC-34","Check system patch levels and update procedures.","CCI-000518","This finding was identified during the security assessment of SRV-MAIL04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-VM05","192.168.203.183","47:DA:62:9F:BC:1B","SRV-SEC04.internal.org","Open","V-230558","high","SV-230310r929899","A File Transfer Protocol (FTP) server package must not be installed unless mission essential on RHEL 8.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Check if password complexity requirements are configured in the system settings.","Apply available system patches and configure automatic updates.","SC-25","Examine running services and disable unnecessary ones.","CCI-000419","This finding was identified during the security assessment of SRV-VM05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-MONITOR04","192.168.75.34","DF:95:E0:6B:B6:CB","SRV-NET05.enterprise.net","Open","V-254323","medium","SV-257503r871485","Windows Server 2022 must be configured to audit Privilege Use - Sensitive Privilege Use successes.","Unnecessary network services increase the attack surface and should be disabled.","Check if password complexity requirements are configured in the system settings.","Apply available system patches and configure automatic updates.","AU-12","Check audit log configuration and verify logging is active.","CCI-000598","This finding was identified during the security assessment of SRV-MONITOR04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-NET01","192.168.96.12","8E:57:76:1C:35:DD","SRV-DB04.test.company.com","Not_Applicable","V-258079","medium","SV-270808r290895","RHEL 9 must enable the SELinux targeted policy.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Confirm that audit logging is enabled and properly configured.","Apply available system patches and configure automatic updates.","SC-31","Check audit log configuration and verify logging is active.","CCI-000593","This finding was identified during the security assessment of SRV-NET01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-APP05","192.168.3.145","72:49:CD:B2:73:BB","SRV-DNS01.business.com","Open","V-254306","medium","SV-270685r908637","Windows Server 2022 must be configured to audit Detailed Tracking - Plug and Play Events successes.","Audit logging provides visibility into system activities and helps detect security incidents.","Check if password complexity requirements are configured in the system settings.","Enable and configure audit logging according to security requirements.","SC-40","Check audit log configuration and verify logging is active.","CCI-000511","This finding was identified during the security assessment of SRV-APP05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-CONTAINER03","192.168.235.251","B4:69:DA:E7:15:3E","SRV-WEB02.business.com","Not_Applicable","V-205689","medium","SV-254452r704388","Windows Server 2019 printing over HTTP must be turned off.","Audit logging provides visibility into system activities and helps detect security incidents.","Confirm that audit logging is enabled and properly configured.","Configure firewall rules to control network traffic.","SI-1","Examine running services and disable unnecessary ones.","CCI-000526","This finding was identified during the security assessment of SRV-CONTAINER03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-SEC02","192.168.3.253","DD:A1:93:8A:C2:CC","SRV-FILE01.enterprise.net","Open","V-254402","medium","SV-205649r827542","Windows Server 2022 Active Directory Domain object must be configured with proper audit settings.","Firewall rules control network traffic and prevent unauthorized access.","Verify that unnecessary network services are disabled.","Configure firewall rules to control network traffic.","SC-34","Check system patch levels and update procedures.","CCI-000494","This finding was identified during the security assessment of SRV-SEC02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-MAIL03","192.168.82.34","D9:DD:FA:2B:29:A7","SRV-SEC05.company.local","Not_Reviewed","V-230508","medium","SV-254436r551837","RHEL 8 must mount /dev/shm with the nodev option.","Unnecessary network services increase the attack surface and should be disabled.","Verify that system patches are up to date.","Configure firewall rules to control network traffic.","SC-5","Check audit log configuration and verify logging is active.","CCI-000364","This finding was identified during the security assessment of SRV-MAIL03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-STORAGE05","192.168.54.201","77:90:D3:81:E0:96","SRV-CONTAINER04.dev.company.com","Open","V-257895","medium","SV-220920r360030","RHEL 9 /etc/passwd file must have mode 0644 or less permissive to prevent unauthorized access.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Verify that unnecessary network services are disabled.","Disable unnecessary network services through system configuration.","SI-15","Examine running services and disable unnecessary ones.","CCI-000536","This finding was identified during the security assessment of SRV-STORAGE05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-WEB01","192.168.92.215","50:26:79:BF:8A:72","SRV-DHCP04.company.local","Not_Applicable","V-220751","medium","SV-205842r906729","The system must be configured to audit Account Management - User Account Management failures.","Unnecessary network services increase the attack surface and should be disabled.","Check if password complexity requirements are configured in the system settings.","Enable and configure audit logging according to security requirements.","SI-20","Review firewall configuration and rule sets.","CCI-000560","This finding was identified during the security assessment of SRV-WEB01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-NET05","192.168.3.81","59:C0:BE:1D:CA:65","SRV-BACKUP03.prod.company.com","Not_Reviewed","V-230558","high","SV-258229r124533","A File Transfer Protocol (FTP) server package must not be installed unless mission essential on RHEL 8.","Unnecessary network services increase the attack surface and should be disabled.","Verify that system patches are up to date.","Apply available system patches and configure automatic updates.","SC-11","Examine running services and disable unnecessary ones.","CCI-000464","This finding was identified during the security assessment of SRV-NET05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-APP04","192.168.153.236","32:2A:3B:AA:F8:1E","SRV-STORAGE03.business.com","Open","V-220724","medium","SV-257805r166110","A host-based firewall must be installed and enabled on the system.","Unnecessary network services increase the attack surface and should be disabled.","Verify that unnecessary network services are disabled.","Apply available system patches and configure automatic updates.","SI-6","Examine running services and disable unnecessary ones.","CCI-000578","This finding was identified during the security assessment of SRV-APP04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-STORAGE03","192.168.193.137","60:45:45:00:6E:B6","SRV-STORAGE04.corp.example.com","Open","V-205705","medium","SV-230558r608240","Windows Server 2019 Kerberos policy user ticket renewal maximum lifetime must be limited to seven days or less.","Firewall rules control network traffic and prevent unauthorized access.","Verify that system patches are up to date.","Configure firewall rules to control network traffic.","CM-2","Review firewall configuration and rule sets.","CCI-000424","This finding was identified during the security assessment of SRV-STORAGE03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DHCP05","192.168.158.133","3C:15:B9:41:E5:F5","SRV-CONTAINER01.prod.company.com","Not_Checked","V-205649","medium","SV-270739r508679","Windows Server 2019 must have the DoD Interoperability Root Certificate Authority (CA) cross-certificates installed in the Untrusted Certificates Store on unclassified systems.","Audit logging provides visibility into system activities and helps detect security incidents.","Check if firewall rules are configured and active.","Apply available system patches and configure automatic updates.","AU-6","Review firewall configuration and rule sets.","CCI-000311","This finding was identified during the security assessment of SRV-DHCP05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-PRINT03","192.168.28.239","08:5E:B1:2D:E9:30","SRV-CONTAINER03.enterprise.net","Open","V-230221","high","SV-230266r124563","RHEL 8 must be a vendor-supported release.","Firewall rules control network traffic and prevent unauthorized access.","Verify that system patches are up to date.","Disable unnecessary network services through system configuration.","SC-15","Check system patch levels and update procedures.","CCI-000494","This finding was identified during the security assessment of SRV-PRINT03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DNS03","192.168.61.119","A1:17:B9:D8:0A:06","SRV-DHCP03.dev.company.com","Not_Reviewed","V-254402","medium","SV-270739r508679","Windows Server 2022 Active Directory Domain object must be configured with proper audit settings.","System patches address security vulnerabilities and should be applied regularly.","Verify that system patches are up to date.","Configure password complexity requirements in the system settings.","AC-9","Review firewall configuration and rule sets.","CCI-000319","This finding was identified during the security assessment of SRV-DNS03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-NET02","192.168.91.248","4F:28:1F:AE:4B:16","SRV-MAIL01.prod.company.com","Open","V-230300","medium","SV-258229r124533","RHEL 8 must prevent files with the setuid and setgid bit set from being executed on the /boot directory.","System patches address security vulnerabilities and should be applied regularly.","Verify that unnecessary network services are disabled.","Disable unnecessary network services through system configuration.","AC-7","Examine running services and disable unnecessary ones.","CCI-000241","This finding was identified during the security assessment of SRV-NET02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-APP01","192.168.141.156","93:43:D3:49:F9:1E","SRV-PRINT03.prod.company.com","Open","V-257959","medium","SV-205922r493054","RHEL 9 must not forward Internet Protocol version 4 (IPv4) source-routed packets.","Firewall rules control network traffic and prevent unauthorized access.","Verify that system patches are up to date.","Enable and configure audit logging according to security requirements.","SC-16","Review system configuration settings for password policies.","CCI-000553","This finding was identified during the security assessment of SRV-APP01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
